customer_id,credit_score,geography,gender,age,tenure,balance,num_of_products,has_credit_card,is_active_member,estimated_salary,attrition_flag,digital_usage_proxy,complaints_last_6m
15668283,642,France,Male,48,9,118317.27,4,0,0,78702.98,1,8,1
15592379,741,Spain,Female,42,9,121056.63,2,1,0,39122.58,0,6,0
15574369,415,Spain,Male,53,5,167259.44,1,1,1,22357.25,0,11,2
15641122,684,France,Male,30,2,0.0,2,1,0,83473.82,0,6,1
15664204,706,Spain,Male,29,2,0.0,2,1,1,18255.51,0,15,0
15736730,634,France,Female,45,2,0.0,1,1,1,143458.31,0,13,0
15620344,813,France,Male,29,6,0.0,1,1,0,33953.87,0,3,0
15648702,775,Germany,Male,70,6,119684.88,2,1,1,74532.02,0,12,1
15780770,445,France,Male,31,7,145056.59,1,1,1,175893.53,0,14,0
15679075,701,France,Male,37,8,107798.85,1,1,0,16966.73,0,2,0
15697567,752,France,Male,33,4,0.0,2,1,1,39570.78,0,18,0
15678571,723,France,Male,21,4,0.0,2,0,0,24847.02,0,2,3
15639217,806,France,Male,34,6,0.0,2,0,0,100809.99,0,5,0
15654673,625,France,Male,49,6,173434.9,1,1,0,165580.93,1,4,1
15718454,712,Spain,Female,44,2,0.0,2,0,0,45738.94,0,7,1
15618695,571,Spain,Female,22,3,108117.1,1,0,1,53328.7,0,12,1
15690153,639,France,Female,37,4,116121.84,2,0,1,181850.74,0,10,1
15662488,627,France,Female,44,5,0.0,2,1,0,82969.61,1,3,3
15775153,630,Spain,Male,32,4,82034.0,1,0,0,146326.45,0,7,0
15697283,578,Spain,Male,23,8,0.0,2,1,0,112124.98,0,3,0
15642099,679,Spain,Male,39,6,0.0,2,1,0,12266.06,0,3,0
15677184,767,France,Female,35,6,115576.44,1,0,1,27922.45,0,9,1
15640507,762,Spain,Female,35,3,119349.69,3,1,1,47114.18,1,11,3
15615029,734,Spain,Male,39,6,0.0,1,1,1,95135.27,0,12,0
15596175,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,14,1
15719508,575,Germany,Male,49,7,121205.15,4,1,1,168080.53,1,13,0
15595917,580,France,Female,35,1,102097.33,1,0,1,168285.85,0,10,0
15765297,766,Spain,Male,41,0,0.0,2,0,1,34283.23,0,15,0
15607178,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,19,1
15775082,749,France,Male,42,1,129776.72,2,0,1,143538.51,0,5,1
15585985,746,France,Male,48,5,165282.42,1,1,0,153786.46,1,10,2
15648735,718,France,Male,37,8,0.0,2,1,1,142.81,0,19,1
15737169,642,Spain,Male,26,8,144238.7,1,1,1,184399.76,0,16,2
15731148,558,France,Male,33,0,108477.49,1,1,1,109096.71,1,18,2
15592707,531,Germany,Female,64,2,175754.87,2,1,1,60721.4,0,14,1
15766047,748,France,Female,41,2,91621.69,1,1,1,71139.31,0,15,2
15752588,664,France,Male,36,1,0.0,2,1,1,95372.64,0,19,0
15808851,511,Germany,Female,75,9,105609.17,1,0,1,105425.18,0,11,1
15791111,635,France,Female,47,2,125724.95,2,1,0,63236.97,0,4,0
15775108,571,France,Male,34,1,99325.04,2,0,1,186052.15,0,13,0
15621083,698,France,Male,57,6,136325.48,2,1,1,72549.27,1,16,1
15781574,636,Spain,Male,76,9,126534.6,1,1,1,39789.62,0,13,0
15775562,538,France,Female,33,5,0.0,2,1,0,126962.41,0,10,1
15772216,738,France,Female,67,1,130652.52,1,0,1,22762.23,0,14,1
15632899,662,Spain,Male,20,9,104508.77,2,0,0,73107.53,0,7,0
15786196,555,France,Female,44,3,105770.7,3,1,0,60533.96,1,1,3
15619529,531,Spain,Male,27,8,132576.25,1,0,0,7222.92,0,10,0
15683930,593,Germany,Female,32,9,134096.53,2,1,0,53931.05,1,2,1
15576044,579,Germany,Male,28,6,150329.15,1,1,0,145558.42,0,3,0
15574886,706,France,Male,32,6,94486.47,1,1,1,146949.74,0,17,1
15797227,754,France,Male,28,8,0.0,2,1,1,52615.62,0,14,0
15813917,653,Germany,Male,31,9,143321.97,1,1,0,83679.46,0,4,1
15809906,558,Germany,Male,26,1,148853.29,2,1,1,24411.02,0,12,1
15757661,589,France,Female,39,7,0.0,2,0,0,95985.64,0,9,0
15804919,670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,20,1
15571261,714,Germany,Female,35,6,126077.43,2,1,1,53954.24,0,17,1
15727361,547,France,Female,51,1,0.0,2,1,1,56908.41,0,10,0
15788930,761,Spain,Male,37,7,132730.17,1,1,0,199293.01,0,6,1
15812750,591,France,Male,24,6,147360.0,1,1,1,25310.82,0,13,1
15774510,714,France,Female,31,4,125169.26,1,1,1,106636.89,0,10,0
15660211,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,2,2
15709737,643,France,Male,36,7,161064.64,2,0,1,84294.82,0,13,0
15710295,445,Germany,Female,38,6,119413.62,2,1,0,175756.36,0,6,0
15788539,501,France,Female,34,3,107747.57,1,1,0,9249.36,0,4,0
15635776,686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0,5,0
15779207,500,Germany,Male,30,2,125495.64,2,1,1,68807.47,0,13,0
15611729,703,Germany,Male,39,1,141559.5,1,1,1,31257.1,1,20,2
15705620,730,France,Male,34,5,122453.37,2,1,0,138882.98,0,5,0
15572735,433,Spain,Male,27,2,0.0,2,1,1,153698.65,0,13,1
15646366,521,Germany,Male,41,8,120586.54,1,0,1,20491.15,0,16,3
15733872,791,Germany,Female,33,10,130229.71,2,0,0,54019.93,1,2,3
15686913,757,France,Male,38,0,0.0,1,1,0,83263.06,0,5,0
15628558,447,France,Female,44,5,89188.83,1,1,1,75408.24,0,18,1
15770539,792,France,Male,30,1,127187.86,1,1,1,113553.42,0,11,2
15778481,817,France,Male,59,1,118962.58,1,1,1,120819.58,0,18,2
15679743,607,France,Female,33,8,91301.72,1,0,1,130824.57,0,16,0
15731890,601,France,Male,41,1,123971.16,1,0,1,172814.99,0,16,0
15763895,536,France,Male,32,7,178011.5,2,1,0,22375.14,0,5,0
15600879,554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0,7,0
15599403,577,France,Male,60,10,125389.7,2,1,1,178616.73,0,16,1
15630413,608,France,Female,41,5,0.0,2,1,1,72462.25,0,14,1
15746594,732,Spain,Male,33,8,0.0,1,1,0,119882.7,0,3,2
15574213,789,France,Female,53,1,158271.74,1,1,1,5036.39,1,15,2
15685536,552,France,Female,34,5,0.0,2,1,1,1351.41,0,18,0
15750049,621,France,Male,40,10,163823.37,1,0,0,89519.47,0,6,1
15672467,766,France,Female,52,7,92510.9,2,0,1,66193.61,0,12,0
15641595,685,Spain,Male,43,4,97392.18,2,1,0,43956.83,0,3,0
15708357,649,Spain,Female,38,8,0.0,1,1,0,103760.53,0,5,1
15619116,493,France,Female,36,2,0.0,2,0,1,99770.3,0,9,2
15661349,633,France,Male,35,10,0.0,2,1,0,65675.47,0,4,0
15652999,742,Germany,Male,33,1,137937.95,1,1,1,51387.1,0,13,1
15602909,604,Spain,Female,41,10,0.0,2,1,1,166224.39,0,18,0
15622911,759,France,Male,42,4,105420.18,1,0,1,121409.06,0,19,0
15570134,683,France,Female,35,6,187530.66,2,1,1,37976.36,0,19,1
15797822,678,France,Male,28,2,109137.12,1,1,1,58814.41,0,13,3
15730137,628,France,Male,31,0,88421.81,1,0,0,72350.47,0,7,0
15648069,850,France,Female,36,6,0.0,2,1,1,190194.95,0,15,1
15802390,724,France,Female,34,2,0.0,2,1,1,118863.38,0,17,1
15693382,828,France,Male,31,9,0.0,1,0,1,164257.37,0,12,1
15578878,569,Spain,Female,30,3,139528.23,1,1,1,33230.37,0,15,0
15795933,677,France,Female,49,3,0.0,2,1,1,187811.71,0,12,0
15574795,495,France,Female,38,2,63093.01,1,1,1,47089.72,0,16,0
15690164,627,Germany,Female,33,4,83199.05,1,0,0,159334.93,0,8,0
15706463,597,France,Female,36,9,0.0,2,1,1,7156.09,0,17,0
15635256,762,France,Male,31,7,117687.35,1,1,1,159344.43,0,12,1
15630913,476,Spain,Female,69,1,105303.73,1,0,1,134260.34,0,12,0
15716236,499,France,Male,35,10,0.0,2,1,0,10722.54,0,7,0
15757865,642,France,Male,62,7,0.0,2,1,1,61120.75,0,13,0
15672082,562,France,Male,62,3,0.0,2,1,0,105986.01,0,4,0
15699507,542,France,Female,25,7,0.0,2,0,1,82393.08,0,15,2
15800805,451,France,Female,31,7,140931.82,1,0,1,20388.77,0,9,2
15792222,712,France,Female,37,1,106881.5,2,0,0,169386.81,0,3,0
15613140,565,France,Male,34,6,0.0,1,1,1,63173.64,0,28,2
15590349,732,France,Female,36,9,0.0,1,0,0,3749.0,1,4,2
15663410,771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1,11,4
15592104,655,France,Female,41,5,0.0,1,0,0,36548.0,1,4,1
15689152,683,Spain,Male,38,3,126152.84,1,0,0,15378.75,0,8,2
15677783,764,Spain,Male,38,4,113607.47,1,1,0,91094.46,0,2,1
15751628,438,France,Male,60,7,78391.17,1,0,1,49424.6,0,8,0
15658360,762,Spain,Male,35,9,122929.42,2,0,0,149822.04,0,2,0
15716041,622,Spain,Male,39,9,0.0,2,0,1,100862.36,0,12,0
15603323,660,Spain,Female,33,1,0.0,2,0,0,117834.91,0,2,0
15724834,498,France,Female,30,1,0.0,2,0,0,135795.53,0,3,0
15720529,591,France,Male,29,6,0.0,2,1,1,108684.65,0,21,0
15677369,554,Germany,Female,37,4,58629.97,1,0,0,182038.6,0,7,2
15701164,506,France,Female,34,4,90307.62,1,1,1,159235.29,0,11,0
15637366,505,Germany,Female,25,5,114268.85,2,1,1,126728.27,0,18,0
15780628,633,France,Female,30,6,0.0,2,0,0,41642.29,0,6,0
15589323,636,France,Female,24,9,0.0,2,0,1,38830.72,0,14,0
15753161,768,France,Female,36,5,180169.44,2,1,0,17348.56,0,8,0
15657386,712,Germany,Male,43,1,141749.74,2,0,1,90905.26,0,27,1
15634949,593,Germany,Male,74,5,161434.36,2,1,1,65532.17,0,11,0
15752097,708,Spain,Male,38,8,99640.89,1,1,0,12429.22,0,5,2
15599126,529,France,Female,43,0,123815.86,1,1,1,78463.99,1,11,1
15571193,579,Germany,Male,42,0,144386.32,1,1,1,22497.1,1,12,2
15716781,815,France,Male,24,7,171922.72,1,0,1,178028.96,0,13,0
15774328,606,Germany,Male,40,1,144757.97,2,1,1,166656.18,0,15,0
15628767,608,Spain,Female,63,3,139529.93,2,1,1,175696.16,1,23,1
15613048,648,Germany,Female,40,5,139973.65,1,1,1,667.66,1,8,1
15631756,482,France,Female,35,5,147813.05,2,0,0,109029.72,0,0,0
15723894,625,France,Male,45,7,137555.44,1,0,0,124607.7,0,4,0
15782121,610,France,Female,27,2,0.0,2,1,0,14546.76,0,4,1
15609545,548,France,Male,29,5,83442.98,1,0,1,177017.39,0,15,0
15675675,850,France,Female,32,5,106290.64,1,1,0,121982.73,0,5,0
15801658,580,France,Male,55,6,104305.74,1,0,1,175750.21,0,17,0
15629787,652,France,Male,27,10,107303.72,2,0,0,44435.76,0,2,1
15570908,687,Spain,Female,29,7,93617.07,1,0,1,113050.92,0,16,1
15739438,539,France,Male,30,0,0.0,2,1,0,160979.66,0,7,0
15641662,470,Germany,Male,39,5,117469.91,2,0,0,63705.9,0,5,0
15804950,514,France,Female,41,7,0.0,2,1,1,3756.65,0,17,1
15779738,534,France,Male,24,1,0.0,1,1,1,169653.32,0,13,0
15792668,661,Germany,Male,37,7,109908.06,2,1,0,115037.67,1,2,2
15748552,464,Germany,Male,37,4,155994.15,1,0,0,143665.44,0,2,0
15773512,627,Spain,Female,25,4,0.0,1,1,1,194313.93,0,13,0
15793366,781,Germany,Male,35,7,92526.15,2,1,1,173837.54,0,14,0
15683841,555,Germany,Male,41,10,113270.2,2,1,1,185387.14,0,14,1
15567897,619,Germany,Male,23,5,132725.1,1,1,1,143913.33,0,11,1
15570051,775,Germany,Female,38,6,179886.41,2,0,0,153122.58,0,3,0
15762238,671,Germany,Female,44,0,84745.03,2,0,1,34673.98,0,11,0
15579548,735,Spain,Male,36,5,0.0,2,1,0,105152.17,0,2,0
15644132,724,France,Female,30,9,142475.87,1,1,1,107848.24,0,13,0
15598046,662,France,Female,39,5,139562.05,2,1,0,61636.22,0,4,1
15778463,657,France,Female,37,6,95845.6,1,1,0,122218.23,0,4,1
15799479,809,Spain,Male,33,9,0.0,1,1,1,124045.65,0,11,2
15696047,501,France,Male,35,6,99760.84,1,1,1,13591.52,0,11,0
15784180,564,France,Female,36,7,206329.65,1,1,1,46632.87,1,14,1
15737025,635,France,Male,33,1,0.0,3,0,0,178067.33,1,3,3
15801395,790,France,Female,33,10,135120.72,1,0,0,195204.99,0,4,0
15732774,656,France,Male,37,7,112291.34,1,1,0,153157.97,0,6,0
15768455,679,France,Male,60,8,0.0,2,1,1,51380.9,0,15,0
15712303,692,France,Male,66,4,159732.02,1,1,1,118188.15,0,8,0
15639662,710,France,Male,38,2,0.0,2,1,0,96.27,0,4,0
15791767,769,France,Female,26,7,0.0,2,1,0,176843.53,0,2,0
15679587,666,France,Female,34,9,115897.12,1,1,1,25095.03,0,8,0
15814846,691,France,Male,52,3,0.0,1,1,0,175843.68,1,5,2
15599660,604,France,Male,36,6,116229.85,2,1,1,79633.38,0,16,2
15641009,544,France,Male,37,3,84496.71,1,0,0,79972.09,0,6,1
15747762,609,France,Male,32,7,118520.41,1,0,0,3815.48,0,3,0
15705899,597,Spain,Male,35,0,127510.99,1,1,1,155356.34,0,15,0
15691483,549,France,Female,25,5,0.0,2,0,0,190857.79,0,7,2
15681206,722,France,Female,49,3,168197.66,1,1,0,140765.57,1,5,2
15657779,806,Spain,Male,18,3,0.0,2,1,1,86994.54,0,16,0
15695339,517,Germany,Male,53,0,109172.88,1,1,0,54676.1,1,4,2
15704583,651,France,Male,56,2,0.0,1,1,0,114522.68,1,2,3
15621815,803,France,Female,40,6,165526.71,1,1,0,12328.08,0,7,0
15668009,747,Spain,Male,37,1,0.0,2,0,1,180551.76,0,14,0
15621116,648,Germany,Male,33,5,138664.24,1,1,0,29076.27,0,7,0
15633064,438,France,Female,36,4,0.0,2,1,0,64420.5,0,4,0
15628008,781,Spain,Female,29,6,98759.89,1,0,0,112202.64,0,7,0
15732020,610,Germany,Male,57,6,106938.11,2,0,1,186612.47,0,14,0
15578375,628,France,Male,39,6,0.0,2,0,0,134441.6,0,7,0
15734948,601,Spain,Male,24,7,0.0,2,0,0,144660.42,0,7,1
15596984,629,France,Female,31,6,0.0,1,1,1,16447.6,1,16,3
15725221,738,Germany,Male,62,10,83008.31,1,1,1,42766.03,0,12,0
15617603,850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0,14,0
15607537,587,Germany,Male,46,9,107850.82,1,1,0,139431.0,1,2,1
15793803,574,France,Male,34,1,112572.39,1,0,0,165626.6,0,6,0
15742820,535,France,Female,45,2,0.0,2,0,1,170621.55,0,15,0
15592451,565,France,Male,32,9,0.0,2,1,0,5388.3,0,3,1
15696989,469,Germany,Female,52,8,139493.25,3,0,0,150093.32,1,4,2
15746564,566,France,Male,42,3,108010.78,1,1,1,157486.1,0,10,1
15800845,732,Spain,Female,33,8,111379.55,1,1,1,45098.62,0,9,0
15626012,459,France,Male,26,4,149879.66,1,0,0,50016.17,0,7,1
15750658,798,France,Male,37,8,0.0,3,0,0,110783.28,0,4,0
15720559,487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1,7,3
15618182,678,France,Female,38,2,0.0,2,0,0,115068.99,0,7,0
15624471,850,France,Male,37,6,0.0,2,1,0,109291.22,0,6,0
15802351,755,Germany,Female,33,6,90560.3,2,1,1,42607.69,0,13,0
15762937,743,Germany,Female,32,6,140348.56,2,1,1,163254.39,0,13,0
15736327,567,Germany,Female,46,1,68238.51,2,1,1,109572.58,0,17,0
15798666,814,France,Female,36,6,0.0,2,1,1,98657.01,0,16,0
15734610,543,France,Male,42,4,89838.71,3,1,0,85983.54,1,4,0
15702669,663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0,14,1
15642391,621,Germany,Male,51,4,109978.83,1,0,0,177740.58,1,4,3
15693233,666,Germany,Male,38,6,99812.88,2,1,1,158357.97,0,15,1
15652981,600,Germany,Male,30,2,119755.0,1,1,1,21852.91,0,15,1
15807245,699,Germany,Female,41,1,200117.76,2,1,0,94142.35,0,1,0
15757895,569,Germany,Male,30,6,106629.49,1,0,1,44114.88,0,13,0
15768120,702,Germany,Male,36,9,90560.48,2,1,0,174268.87,0,6,0
15599124,832,France,Female,29,5,0.0,2,1,0,178779.52,0,5,0
15646372,616,France,Female,66,1,135842.41,1,1,0,183840.51,1,5,1
15787151,638,France,Female,34,7,0.0,2,1,1,198969.78,0,10,0
15688395,582,France,Male,29,4,0.0,2,0,0,156153.27,0,3,0
15611644,627,France,Male,73,0,146329.73,1,0,1,43615.67,0,8,0
15692317,722,France,Male,30,5,0.0,2,1,0,166376.54,0,6,1
15723717,483,Germany,Male,41,1,118334.44,1,0,0,163147.99,1,5,3
15700325,644,France,Female,24,8,92760.55,1,1,0,35896.75,0,2,0
15769412,684,Spain,Male,39,4,207034.96,2,0,0,157694.76,1,6,1
15589969,850,France,Male,34,6,0.0,1,0,1,52796.31,0,18,2
15710257,625,France,Female,39,3,130786.92,1,0,1,121316.07,0,16,1
15623695,814,France,Female,31,4,0.0,2,1,1,142029.17,0,12,2
15671148,490,Germany,Male,33,5,96341.0,2,0,0,108313.34,0,3,0
15649858,469,Spain,Male,37,9,96776.49,1,1,1,119890.86,0,12,0
15660385,592,France,Male,39,7,0.0,2,1,0,83084.33,0,5,0
15622494,718,France,Male,27,2,0.0,2,0,0,26229.24,0,5,0
15599792,545,France,Female,26,1,0.0,2,1,1,199638.56,0,22,0
15734578,726,France,Female,53,1,113537.73,1,0,1,28367.21,0,10,0
15698522,660,Germany,Male,39,9,134599.33,2,1,0,183095.87,0,8,0
15807003,762,France,Male,32,10,191775.65,1,1,0,179657.83,0,1,0
15767864,628,France,Male,33,6,0.0,2,0,0,184230.23,0,5,0
15754605,563,France,Female,39,5,0.0,2,1,1,17603.81,0,17,1
15672826,666,France,Female,32,10,112536.57,2,1,1,34350.54,0,19,0
15734161,636,France,Male,43,6,0.0,2,1,0,43128.95,0,11,1
15602010,850,Germany,Female,45,5,103909.86,1,1,0,60083.11,1,9,3
15610147,632,France,Male,60,2,0.0,2,0,1,2085.32,0,13,1
15651958,756,France,Male,27,8,0.0,2,1,1,157932.75,0,17,0
15605916,659,France,Female,50,3,0.0,1,1,0,183399.12,1,5,2
15811927,733,France,Female,38,3,157658.36,1,0,0,19658.43,0,3,0
15733032,651,Spain,Male,47,2,0.0,2,1,1,119808.64,0,12,2
15650098,630,France,Female,40,7,0.0,2,1,1,34453.17,0,9,0
15762543,711,France,Female,32,1,0.0,2,1,0,126188.42,0,7,0
15679284,593,Spain,Female,45,6,79259.75,1,1,0,55347.28,0,8,0
15795936,560,France,Male,50,3,0.0,2,1,0,84531.79,0,3,0
15724623,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,8,4
15759387,598,Germany,Male,38,1,101487.18,1,1,1,75959.1,1,16,0
15583736,829,Germany,Male,36,4,81795.74,2,1,0,90106.94,0,6,0
15789548,592,France,Female,37,7,0.0,2,1,1,126726.33,0,14,0
15696141,516,Spain,Female,31,7,0.0,1,1,0,47018.75,0,9,0
15776454,603,France,Female,48,5,0.0,1,1,0,100478.6,1,10,2
15577107,657,Spain,Female,22,6,0.0,3,0,1,168412.07,1,19,3
15622033,847,Germany,Female,41,3,101543.51,4,1,0,16025.17,1,5,3
15743570,481,France,Female,34,5,0.0,2,1,1,125253.46,0,14,0
15713378,711,France,Male,38,10,0.0,2,0,0,53311.78,0,7,0
15692583,678,France,Female,32,5,0.0,2,1,0,90284.47,0,4,0
15705403,617,Spain,Female,46,3,106521.49,1,0,1,86587.37,0,15,0
15703399,756,France,Female,26,5,101641.14,2,0,1,154460.68,0,14,0
15786539,808,France,Male,32,1,0.0,2,1,1,46200.71,0,14,2
15610042,574,France,Male,33,8,100267.03,1,1,0,103006.27,0,3,1
15596303,688,France,Female,39,0,0.0,2,1,0,53222.15,1,2,0
15742116,671,Germany,Female,48,9,116711.06,2,0,0,76373.38,0,0,0
15759805,582,France,Female,32,4,0.0,2,1,0,59668.81,0,5,0
15572547,670,France,Female,45,9,104930.38,1,1,0,155921.81,1,3,2
15599272,795,France,Female,36,1,151844.64,1,1,1,135388.89,0,15,0
15775880,554,France,Female,30,9,0.0,2,1,1,40320.3,0,9,0
15698184,484,France,Female,50,2,90408.16,2,0,0,48170.57,0,7,1
15740442,603,France,Male,51,8,186825.57,1,1,0,93739.71,1,9,3
15723028,778,France,Male,33,1,0.0,2,1,0,85439.73,0,6,1
15680278,661,Spain,Female,42,9,75361.44,1,1,0,27608.12,1,5,1
15586243,667,France,Male,44,8,122277.87,1,1,1,91810.71,0,16,0
15755648,675,France,Female,21,8,98373.26,1,1,0,18203.0,0,8,0
15591344,715,Spain,Male,42,6,0.0,2,1,1,128745.69,0,15,2
15600357,495,France,Female,40,1,140197.71,2,1,0,150720.39,0,7,0
15678910,680,France,Female,30,8,141441.75,1,1,1,16278.97,0,11,1
15711299,711,Germany,Female,52,8,145262.54,1,0,1,131473.31,0,14,0
15675431,563,France,Female,34,6,0.0,2,0,0,36536.93,0,5,1
15576216,655,Germany,Female,37,4,108862.76,1,1,0,79555.08,1,1,1
15755196,834,France,Female,49,2,131394.56,1,0,0,194365.76,1,6,0
15789815,503,France,Female,28,5,0.0,2,1,0,125918.17,0,4,1
15593683,668,Spain,Female,30,8,0.0,2,1,0,138465.7,0,5,1
15806808,834,Germany,Female,57,8,112281.6,3,1,0,140225.14,1,7,1
15640377,526,France,Female,36,0,0.0,2,1,0,97767.63,0,7,0
15670343,576,Spain,Male,19,6,0.0,2,0,0,72306.07,0,4,0
15738448,480,Germany,Female,25,3,174330.35,2,0,0,181647.13,0,2,2
15571121,670,France,Female,50,8,138340.06,1,0,1,3159.15,0,21,0
15756425,660,France,Male,30,7,146301.31,1,0,0,96847.91,0,3,0
15733361,651,Germany,Female,45,6,86714.06,1,1,0,85869.89,1,4,0
15748597,844,Spain,Male,56,5,99529.7,1,0,1,157230.06,1,18,1
15574305,680,France,Male,36,3,116275.12,1,1,1,63795.8,0,10,2
15804131,850,Spain,Female,53,7,65407.16,2,0,0,182633.63,1,6,0
15595153,644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0,5,1
15582492,535,France,Female,29,2,112367.34,1,1,0,185630.76,0,3,0
15740878,655,Spain,Female,29,9,0.0,2,0,1,85736.26,0,17,1
15617705,609,France,Female,39,8,141675.23,1,0,1,175664.25,0,22,0
15756848,633,Spain,Male,42,10,0.0,1,0,1,79408.17,0,14,0
15748499,550,Germany,Male,33,4,118400.91,1,0,1,13999.64,1,11,1
15699492,665,Germany,Female,27,2,147435.96,1,0,0,187508.06,0,4,0
15578435,640,France,Male,40,8,110340.68,1,1,1,157886.6,0,14,0
15712536,625,France,Female,36,3,0.0,2,1,0,41295.1,1,6,2
15711062,633,Germany,Male,40,5,86172.81,2,1,1,117279.49,0,8,0
15787459,745,Spain,Male,40,3,88466.82,1,0,0,116331.42,0,7,1
15611287,777,France,Female,30,4,0.0,2,0,1,115611.97,0,14,1
15809901,755,France,Male,36,8,0.0,2,1,0,176809.87,0,6,0
15677217,705,France,Male,30,1,0.0,1,1,1,181300.32,0,15,0
15608387,786,France,Female,29,4,0.0,2,1,0,103372.79,0,5,0
15651581,758,Germany,Male,68,6,112595.85,1,1,0,35865.44,1,5,0
15696506,604,Spain,Male,27,9,101352.78,1,0,0,30252.3,0,2,0
15609458,797,France,Male,30,10,69413.44,1,1,1,74637.57,0,16,0
15639049,489,France,Female,31,7,139395.08,1,0,1,6120.84,0,16,1
15640266,621,Spain,Male,41,5,104631.67,1,1,1,95551.22,0,8,1
15760641,608,Germany,Male,26,1,106648.98,1,0,1,7063.6,0,13,0
